"id","level","cvss","title","Vulnerability","Solution","reference"
13608,"HIGH","10","Title - 13608","Vulnerability - 13608","Solution - 13608","reference - 13608"
13609,"HIGH","10","Title - 13609","Vulnerability - 13609","Solution - 13609","reference - 13609"
13610,"LOW","7.5","Title - 13610","Vulnerability - 13610","Solution - 13610","reference - 13610"
13611,"LOW","5","Title - 13611","Vulnerability - 13611","Solution - 13611","reference - 13611"
13612,"LOW","7.6","Title - 13612","Vulnerability - 13612","Solution - 13612","reference - 13612"
13613,"LOW","7.5","Title - 13613","Vulnerability - 13613","Solution - 13613","reference - 13613"
13614,"LOW","7.5","Title - 13614","Vulnerability - 13614","Solution - 13614","reference - 13614"
13615,"MEDIUM","7.5","Title - 13615","Vulnerability - 13615","Solution - 13615","reference - 13615"
13616,"LOW","7.8","Title - 13616","Vulnerability - 13616","Solution - 13616","reference - 13616"
13617,"MEDIUM","5","Title - 13617","Vulnerability - 13617","Solution - 13617","reference - 13617"
13618,"HIGH","7.5","Title - 13618","Vulnerability - 13618","Solution - 13618","reference - 13618"
13619,"MEDIUM","2.1","Title - 13619","Vulnerability - 13619","Solution - 13619","reference - 13619"
13620,"LOW","6.4","Title - 13620","Vulnerability - 13620","Solution - 13620","reference - 13620"
13621,"MEDIUM","7.8","Title - 13621","Vulnerability - 13621","Solution - 13621","reference - 13621"
13622,"LOW","10","Title - 13622","Vulnerability - 13622","Solution - 13622","reference - 13622"
13623,"LOW","6.8","Title - 13623","Vulnerability - 13623","Solution - 13623","reference - 13623"
13624,"LOW","5.1","Title - 13624","Vulnerability - 13624","Solution - 13624","reference - 13624"
13625,"LOW","7.5","Title - 13625","Vulnerability - 13625","Solution - 13625","reference - 13625"
13626,"MEDIUM","5","Title - 13626","Vulnerability - 13626","Solution - 13626","reference - 13626"
13627,"LOW","7.2","Title - 13627","Vulnerability - 13627","Solution - 13627","reference - 13627"
13628,"HIGH","9.3","Title - 13628","Vulnerability - 13628","Solution - 13628","reference - 13628"
13629,"LOW","7.5","Title - 13629","Vulnerability - 13629","Solution - 13629","reference - 13629"
13630,"LOW","4.6","Title - 13630","Vulnerability - 13630","Solution - 13630","reference - 13630"
13631,"MEDIUM","9","Title - 13631","Vulnerability - 13631","Solution - 13631","reference - 13631"
13632,"MEDIUM","4.6","Title - 13632","Vulnerability - 13632","Solution - 13632","reference - 13632"
13633,"MEDIUM","7.6","Title - 13633","Vulnerability - 13633","Solution - 13633","reference - 13633"
13634,"LOW","5","Title - 13634","Vulnerability - 13634","Solution - 13634","reference - 13634"
13635,"LOW","9.3","Title - 13635","Vulnerability - 13635","Solution - 13635","reference - 13635"
13636,"MEDIUM","4","Title - 13636","Vulnerability - 13636","Solution - 13636","reference - 13636"
13637,"LOW","7.5","Title - 13637","Vulnerability - 13637","Solution - 13637","reference - 13637"
13638,"MEDIUM","7.5","Title - 13638","Vulnerability - 13638","Solution - 13638","reference - 13638"
13639,"LOW","5.1","Title - 13639","Vulnerability - 13639","Solution - 13639","reference - 13639"
13640,"LOW","7.5","Title - 13640","Vulnerability - 13640","Solution - 13640","reference - 13640"
13641,"MEDIUM","7.2","Title - 13641","Vulnerability - 13641","Solution - 13641","reference - 13641"
13642,"MEDIUM","7.5","Title - 13642","Vulnerability - 13642","Solution - 13642","reference - 13642"
13643,"MEDIUM","10","Title - 13643","Vulnerability - 13643","Solution - 13643","reference - 13643"
13644,"MEDIUM","7.8","Title - 13644","Vulnerability - 13644","Solution - 13644","reference - 13644"
13645,"MEDIUM","5","Title - 13645","Vulnerability - 13645","Solution - 13645","reference - 13645"
13646,"HIGH","10","Title - 13646","Vulnerability - 13646","Solution - 13646","reference - 13646"
13647,"HIGH","10","Title - 13647","Vulnerability - 13647","Solution - 13647","reference - 13647"
13648,"HIGH","10","Title - 13648","Vulnerability - 13648","Solution - 13648","reference - 13648"
13649,"LOW","9.3","Title - 13649","Vulnerability - 13649","Solution - 13649","reference - 13649"
13650,"LOW","6.4","Title - 13650","Vulnerability - 13650","Solution - 13650","reference - 13650"
13651,"LOW","7.5","Title - 13651","Vulnerability - 13651","Solution - 13651","reference - 13651"
13652,"MEDIUM","7.2","Title - 13652","Vulnerability - 13652","Solution - 13652","reference - 13652"
13653,"MEDIUM","7.2","Title - 13653","Vulnerability - 13653","Solution - 13653","reference - 13653"
13654,"LOW","7.5","Title - 13654","Vulnerability - 13654","Solution - 13654","reference - 13654"
13655,"MEDIUM","4.3","Title - 13655","Vulnerability - 13655","Solution - 13655","reference - 13655"
13656,"LOW","5.4","Title - 13656","Vulnerability - 13656","Solution - 13656","reference - 13656"
13657,"LOW","7.8","Title - 13657","Vulnerability - 13657","Solution - 13657","reference - 13657"
13658,"MEDIUM","7.5","Title - 13658","Vulnerability - 13658","Solution - 13658","reference - 13658"
13659,"MEDIUM","7.5","Title - 13659","Vulnerability - 13659","Solution - 13659","reference - 13659"
13660,"LOW","5.1","Title - 13660","Vulnerability - 13660","Solution - 13660","reference - 13660"
13661,"LOW","4.3","Title - 13661","Vulnerability - 13661","Solution - 13661","reference - 13661"
13662,"MEDIUM","7.8","Title - 13662","Vulnerability - 13662","Solution - 13662","reference - 13662"
13663,"LOW","5","Title - 13663","Vulnerability - 13663","Solution - 13663","reference - 13663"
13664,"MEDIUM","7.2","Title - 13664","Vulnerability - 13664","Solution - 13664","reference - 13664"
13665,"HIGH","9.3","Title - 13665","Vulnerability - 13665","Solution - 13665","reference - 13665"
13666,"HIGH","9.3","Title - 13666","Vulnerability - 13666","Solution - 13666","reference - 13666"
13667,"HIGH","9.3","Title - 13667","Vulnerability - 13667","Solution - 13667","reference - 13667"
13668,"LOW","1.7","Title - 13668","Vulnerability - 13668","Solution - 13668","reference - 13668"
13669,"MEDIUM","10","Title - 13669","Vulnerability - 13669","Solution - 13669","reference - 13669"
13670,"MEDIUM","10","Title - 13670","Vulnerability - 13670","Solution - 13670","reference - 13670"
13671,"MEDIUM","9.3","Title - 13671","Vulnerability - 13671","Solution - 13671","reference - 13671"
13672,"HIGH","9.3","Title - 13672","Vulnerability - 13672","Solution - 13672","reference - 13672"
13673,"HIGH","9.3","Title - 13673","Vulnerability - 13673","Solution - 13673","reference - 13673"
13674,"HIGH","9.3","Title - 13674","Vulnerability - 13674","Solution - 13674","reference - 13674"
13675,"MEDIUM","10","Title - 13675","Vulnerability - 13675","Solution - 13675","reference - 13675"
13676,"LOW","4","Title - 13676","Vulnerability - 13676","Solution - 13676","reference - 13676"
13677,"LOW","5","Title - 13677","Vulnerability - 13677","Solution - 13677","reference - 13677"
13678,"HIGH","7.5","Title - 13678","Vulnerability - 13678","Solution - 13678","reference - 13678"
13679,"LOW","7.5","Title - 13679","Vulnerability - 13679","Solution - 13679","reference - 13679"
13680,"HIGH","7.5","Title - 13680","Vulnerability - 13680","Solution - 13680","reference - 13680"
13681,"HIGH","7.5","Title - 13681","Vulnerability - 13681","Solution - 13681","reference - 13681"
13682,"HIGH","7.5","Title - 13682","Vulnerability - 13682","Solution - 13682","reference - 13682"
13683,"MEDIUM","7.5","Title - 13683","Vulnerability - 13683","Solution - 13683","reference - 13683"
13684,"LOW","5","Title - 13684","Vulnerability - 13684","Solution - 13684","reference - 13684"
13685,"LOW","4.6","Title - 13685","Vulnerability - 13685","Solution - 13685","reference - 13685"
13686,"LOW","5","Title - 13686","Vulnerability - 13686","Solution - 13686","reference - 13686"
13687,"LOW","6.8","Title - 13687","Vulnerability - 13687","Solution - 13687","reference - 13687"
13688,"HIGH","6.8","Title - 13688","Vulnerability - 13688","Solution - 13688","reference - 13688"
13689,"LOW","7.5","Title - 13689","Vulnerability - 13689","Solution - 13689","reference - 13689"
13690,"MEDIUM","7.5","Title - 13690","Vulnerability - 13690","Solution - 13690","reference - 13690"
13691,"MEDIUM","7.1","Title - 13691","Vulnerability - 13691","Solution - 13691","reference - 13691"
13692,"MEDIUM","9.3","Title - 13692","Vulnerability - 13692","Solution - 13692","reference - 13692"
13693,"MEDIUM","4.7","Title - 13693","Vulnerability - 13693","Solution - 13693","reference - 13693"
13694,"MEDIUM","10","Title - 13694","Vulnerability - 13694","Solution - 13694","reference - 13694"
13695,"HIGH","9.3","Title - 13695","Vulnerability - 13695","Solution - 13695","reference - 13695"
13696,"HIGH","9.3","Title - 13696","Vulnerability - 13696","Solution - 13696","reference - 13696"
13697,"HIGH","9.3","Title - 13697","Vulnerability - 13697","Solution - 13697","reference - 13697"
13698,"MEDIUM","10","Title - 13698","Vulnerability - 13698","Solution - 13698","reference - 13698"
13699,"MEDIUM","4.3","Title - 13699","Vulnerability - 13699","Solution - 13699","reference - 13699"
13700,"MEDIUM","4.3","Title - 13700","Vulnerability - 13700","Solution - 13700","reference - 13700"
13701,"MEDIUM","9.3","Title - 13701","Vulnerability - 13701","Solution - 13701","reference - 13701"
13702,"LOW","8.5","Title - 13702","Vulnerability - 13702","Solution - 13702","reference - 13702"
13703,"LOW","5","Title - 13703","Vulnerability - 13703","Solution - 13703","reference - 13703"
13704,"LOW","5.4","Title - 13704","Vulnerability - 13704","Solution - 13704","reference - 13704"
13705,"LOW","8.5","Title - 13705","Vulnerability - 13705","Solution - 13705","reference - 13705"
13706,"LOW","6.8","Title - 13706","Vulnerability - 13706","Solution - 13706","reference - 13706"
13707,"LOW","6.8","Title - 13707","Vulnerability - 13707","Solution - 13707","reference - 13707"
13708,"LOW","7.8","Title - 13708","Vulnerability - 13708","Solution - 13708","reference - 13708"
13709,"MEDIUM","9.3","Title - 13709","Vulnerability - 13709","Solution - 13709","reference - 13709"
13710,"LOW","4.3","Title - 13710","Vulnerability - 13710","Solution - 13710","reference - 13710"
13711,"MEDIUM","9.3","Title - 13711","Vulnerability - 13711","Solution - 13711","reference - 13711"
13712,"LOW","6.8","Title - 13712","Vulnerability - 13712","Solution - 13712","reference - 13712"
13713,"LOW","2.1","Title - 13713","Vulnerability - 13713","Solution - 13713","reference - 13713"
13714,"LOW","7.8","Title - 13714","Vulnerability - 13714","Solution - 13714","reference - 13714"
13715,"LOW","9.3","Title - 13715","Vulnerability - 13715","Solution - 13715","reference - 13715"
13716,"MEDIUM","9.4","Title - 13716","Vulnerability - 13716","Solution - 13716","reference - 13716"
13717,"LOW","7.5","Title - 13717","Vulnerability - 13717","Solution - 13717","reference - 13717"
13718,"MEDIUM","7.2","Title - 13718","Vulnerability - 13718","Solution - 13718","reference - 13718"
13719,"HIGH","6.8","Title - 13719","Vulnerability - 13719","Solution - 13719","reference - 13719"
13720,"HIGH","6.8","Title - 13720","Vulnerability - 13720","Solution - 13720","reference - 13720"
13721,"LOW","6.8","Title - 13721","Vulnerability - 13721","Solution - 13721","reference - 13721"
13722,"LOW","9.3","Title - 13722","Vulnerability - 13722","Solution - 13722","reference - 13722"
13723,"MEDIUM","7.8","Title - 13723","Vulnerability - 13723","Solution - 13723","reference - 13723"
13724,"LOW","7.8","Title - 13724","Vulnerability - 13724","Solution - 13724","reference - 13724"
13725,"LOW","3.6","Title - 13725","Vulnerability - 13725","Solution - 13725","reference - 13725"
13726,"LOW","8.5","Title - 13726","Vulnerability - 13726","Solution - 13726","reference - 13726"
13727,"MEDIUM","8.5","Title - 13727","Vulnerability - 13727","Solution - 13727","reference - 13727"
13728,"LOW","5","Title - 13728","Vulnerability - 13728","Solution - 13728","reference - 13728"
13729,"MEDIUM","9","Title - 13729","Vulnerability - 13729","Solution - 13729","reference - 13729"
13730,"MEDIUM","9.3","Title - 13730","Vulnerability - 13730","Solution - 13730","reference - 13730"
13731,"MEDIUM","9.3","Title - 13731","Vulnerability - 13731","Solution - 13731","reference - 13731"
13732,"LOW","9.3","Title - 13732","Vulnerability - 13732","Solution - 13732","reference - 13732"
13733,"LOW","5","Title - 13733","Vulnerability - 13733","Solution - 13733","reference - 13733"
13734,"MEDIUM","4.3","Title - 13734","Vulnerability - 13734","Solution - 13734","reference - 13734"
13735,"HIGH","9.3","Title - 13735","Vulnerability - 13735","Solution - 13735","reference - 13735"
13736,"MEDIUM","5","Title - 13736","Vulnerability - 13736","Solution - 13736","reference - 13736"
13737,"MEDIUM","5","Title - 13737","Vulnerability - 13737","Solution - 13737","reference - 13737"
13738,"MEDIUM","6.9","Title - 13738","Vulnerability - 13738","Solution - 13738","reference - 13738"
13739,"HIGH","9.3","Title - 13739","Vulnerability - 13739","Solution - 13739","reference - 13739"
13740,"HIGH","9","Title - 13740","Vulnerability - 13740","Solution - 13740","reference - 13740"
13741,"HIGH","10","Title - 13741","Vulnerability - 13741","Solution - 13741","reference - 13741"
13742,"HIGH","10","Title - 13742","Vulnerability - 13742","Solution - 13742","reference - 13742"
13743,"MEDIUM","7.5","Title - 13743","Vulnerability - 13743","Solution - 13743","reference - 13743"
13744,"MEDIUM","7.5","Title - 13744","Vulnerability - 13744","Solution - 13744","reference - 13744"
13745,"MEDIUM","7.8","Title - 13745","Vulnerability - 13745","Solution - 13745","reference - 13745"
13746,"LOW","7.6","Title - 13746","Vulnerability - 13746","Solution - 13746","reference - 13746"
13747,"LOW","2.1","Title - 13747","Vulnerability - 13747","Solution - 13747","reference - 13747"
13748,"LOW","2.6","Title - 13748","Vulnerability - 13748","Solution - 13748","reference - 13748"
13749,"LOW","6.8","Title - 13749","Vulnerability - 13749","Solution - 13749","reference - 13749"
13750,"LOW","4.3","Title - 13750","Vulnerability - 13750","Solution - 13750","reference - 13750"
13751,"LOW","5","Title - 13751","Vulnerability - 13751","Solution - 13751","reference - 13751"
13752,"LOW","6","Title - 13752","Vulnerability - 13752","Solution - 13752","reference - 13752"
13753,"MEDIUM","5","Title - 13753","Vulnerability - 13753","Solution - 13753","reference - 13753"
13754,"MEDIUM","7.2","Title - 13754","Vulnerability - 13754","Solution - 13754","reference - 13754"
13755,"LOW","4.6","Title - 13755","Vulnerability - 13755","Solution - 13755","reference - 13755"
13756,"LOW","2.3","Title - 13756","Vulnerability - 13756","Solution - 13756","reference - 13756"
13757,"LOW","3.7","Title - 13757","Vulnerability - 13757","Solution - 13757","reference - 13757"
13758,"LOW","3.7","Title - 13758","Vulnerability - 13758","Solution - 13758","reference - 13758"
13759,"LOW","1.2","Title - 13759","Vulnerability - 13759","Solution - 13759","reference - 13759"
13760,"LOW","4.3","Title - 13760","Vulnerability - 13760","Solution - 13760","reference - 13760"
13761,"LOW","3.7","Title - 13761","Vulnerability - 13761","Solution - 13761","reference - 13761"
13762,"LOW","2.1","Title - 13762","Vulnerability - 13762","Solution - 13762","reference - 13762"
13763,"LOW","4.1","Title - 13763","Vulnerability - 13763","Solution - 13763","reference - 13763"
13764,"LOW","5.1","Title - 13764","Vulnerability - 13764","Solution - 13764","reference - 13764"
13765,"LOW","2.6","Title - 13765","Vulnerability - 13765","Solution - 13765","reference - 13765"
13766,"LOW","4.3","Title - 13766","Vulnerability - 13766","Solution - 13766","reference - 13766"
13767,"LOW","3.7","Title - 13767","Vulnerability - 13767","Solution - 13767","reference - 13767"
13768,"MEDIUM","6.1","Title - 13768","Vulnerability - 13768","Solution - 13768","reference - 13768"
13769,"LOW","2.6","Title - 13769","Vulnerability - 13769","Solution - 13769","reference - 13769"
13770,"LOW","5.1","Title - 13770","Vulnerability - 13770","Solution - 13770","reference - 13770"
13771,"LOW","3.4","Title - 13771","Vulnerability - 13771","Solution - 13771","reference - 13771"
13772,"MEDIUM","4.9","Title - 13772","Vulnerability - 13772","Solution - 13772","reference - 13772"
13773,"LOW","3.7","Title - 13773","Vulnerability - 13773","Solution - 13773","reference - 13773"
13774,"LOW","2.3","Title - 13774","Vulnerability - 13774","Solution - 13774","reference - 13774"
13775,"MEDIUM","9.3","Title - 13775","Vulnerability - 13775","Solution - 13775","reference - 13775"
13776,"LOW","6.8","Title - 13776","Vulnerability - 13776","Solution - 13776","reference - 13776"
13777,"HIGH","9.3","Title - 13777","Vulnerability - 13777","Solution - 13777","reference - 13777"
13778,"HIGH","9.3","Title - 13778","Vulnerability - 13778","Solution - 13778","reference - 13778"
13779,"HIGH","9.3","Title - 13779","Vulnerability - 13779","Solution - 13779","reference - 13779"
13780,"LOW","4.3","Title - 13780","Vulnerability - 13780","Solution - 13780","reference - 13780"
13781,"LOW","5.1","Title - 13781","Vulnerability - 13781","Solution - 13781","reference - 13781"
13782,"LOW","6.3","Title - 13782","Vulnerability - 13782","Solution - 13782","reference - 13782"
13783,"LOW","6.8","Title - 13783","Vulnerability - 13783","Solution - 13783","reference - 13783"
13784,"LOW","3.5","Title - 13784","Vulnerability - 13784","Solution - 13784","reference - 13784"
13785,"LOW","2.6","Title - 13785","Vulnerability - 13785","Solution - 13785","reference - 13785"
13786,"HIGH","9.3","Title - 13786","Vulnerability - 13786","Solution - 13786","reference - 13786"
13787,"MEDIUM","4.9","Title - 13787","Vulnerability - 13787","Solution - 13787","reference - 13787"
13788,"LOW","6.8","Title - 13788","Vulnerability - 13788","Solution - 13788","reference - 13788"
13789,"LOW","5","Title - 13789","Vulnerability - 13789","Solution - 13789","reference - 13789"
13790,"LOW","5","Title - 13790","Vulnerability - 13790","Solution - 13790","reference - 13790"
13791,"HIGH","10","Title - 13791","Vulnerability - 13791","Solution - 13791","reference - 13791"
13792,"LOW","2.6","Title - 13792","Vulnerability - 13792","Solution - 13792","reference - 13792"
13793,"LOW","6.9","Title - 13793","Vulnerability - 13793","Solution - 13793","reference - 13793"
13794,"LOW","4.7","Title - 13794","Vulnerability - 13794","Solution - 13794","reference - 13794"
13795,"LOW","5","Title - 13795","Vulnerability - 13795","Solution - 13795","reference - 13795"
13796,"LOW","3.3","Title - 13796","Vulnerability - 13796","Solution - 13796","reference - 13796"
13797,"HIGH","9.3","Title - 13797","Vulnerability - 13797","Solution - 13797","reference - 13797"
13798,"LOW","2.1","Title - 13798","Vulnerability - 13798","Solution - 13798","reference - 13798"
13799,"LOW","4.3","Title - 13799","Vulnerability - 13799","Solution - 13799","reference - 13799"
13800,"MEDIUM","9.3","Title - 13800","Vulnerability - 13800","Solution - 13800","reference - 13800"
13801,"MEDIUM","4.6","Title - 13801","Vulnerability - 13801","Solution - 13801","reference - 13801"
13802,"LOW","5","Title - 13802","Vulnerability - 13802","Solution - 13802","reference - 13802"
13803,"LOW","4.3","Title - 13803","Vulnerability - 13803","Solution - 13803","reference - 13803"
13804,"LOW","1.9","Title - 13804","Vulnerability - 13804","Solution - 13804","reference - 13804"
13805,"LOW","5","Title - 13805","Vulnerability - 13805","Solution - 13805","reference - 13805"
13806,"LOW","1.9","Title - 13806","Vulnerability - 13806","Solution - 13806","reference - 13806"
13807,"LOW","5","Title - 13807","Vulnerability - 13807","Solution - 13807","reference - 13807"
13808,"LOW","5","Title - 13808","Vulnerability - 13808","Solution - 13808","reference - 13808"
13809,"LOW","6.2","Title - 13809","Vulnerability - 13809","Solution - 13809","reference - 13809"
13810,"LOW","6.2","Title - 13810","Vulnerability - 13810","Solution - 13810","reference - 13810"
13811,"LOW","6.8","Title - 13811","Vulnerability - 13811","Solution - 13811","reference - 13811"
13812,"MEDIUM","6.8","Title - 13812","Vulnerability - 13812","Solution - 13812","reference - 13812"
13813,"MEDIUM","6.8","Title - 13813","Vulnerability - 13813","Solution - 13813","reference - 13813"
13814,"LOW","6.8","Title - 13814","Vulnerability - 13814","Solution - 13814","reference - 13814"
13815,"LOW","2.1","Title - 13815","Vulnerability - 13815","Solution - 13815","reference - 13815"
13816,"MEDIUM","6.8","Title - 13816","Vulnerability - 13816","Solution - 13816","reference - 13816"
13817,"LOW","1.9","Title - 13817","Vulnerability - 13817","Solution - 13817","reference - 13817"
13818,"LOW","1.5","Title - 13818","Vulnerability - 13818","Solution - 13818","reference - 13818"
13819,"LOW","6.9","Title - 13819","Vulnerability - 13819","Solution - 13819","reference - 13819"
13820,"LOW","3.7","Title - 13820","Vulnerability - 13820","Solution - 13820","reference - 13820"
13821,"LOW","5","Title - 13821","Vulnerability - 13821","Solution - 13821","reference - 13821"
13822,"LOW","5","Title - 13822","Vulnerability - 13822","Solution - 13822","reference - 13822"
13823,"LOW","4.3","Title - 13823","Vulnerability - 13823","Solution - 13823","reference - 13823"
13824,"LOW","4.3","Title - 13824","Vulnerability - 13824","Solution - 13824","reference - 13824"
13825,"MEDIUM","6.8","Title - 13825","Vulnerability - 13825","Solution - 13825","reference - 13825"
13826,"MEDIUM","6.8","Title - 13826","Vulnerability - 13826","Solution - 13826","reference - 13826"
13827,"MEDIUM","6.8","Title - 13827","Vulnerability - 13827","Solution - 13827","reference - 13827"
13828,"MEDIUM","6.8","Title - 13828","Vulnerability - 13828","Solution - 13828","reference - 13828"
13829,"MEDIUM","6.8","Title - 13829","Vulnerability - 13829","Solution - 13829","reference - 13829"
13830,"HIGH","9.3","Title - 13830","Vulnerability - 13830","Solution - 13830","reference - 13830"
13831,"LOW","9.3","Title - 13831","Vulnerability - 13831","Solution - 13831","reference - 13831"
13832,"HIGH","9.3","Title - 13832","Vulnerability - 13832","Solution - 13832","reference - 13832"
13833,"LOW","6.8","Title - 13833","Vulnerability - 13833","Solution - 13833","reference - 13833"
13834,"MEDIUM","6.8","Title - 13834","Vulnerability - 13834","Solution - 13834","reference - 13834"
13835,"LOW","7.8","Title - 13835","Vulnerability - 13835","Solution - 13835","reference - 13835"
13836,"LOW","7.8","Title - 13836","Vulnerability - 13836","Solution - 13836","reference - 13836"
13837,"MEDIUM","6.9","Title - 13837","Vulnerability - 13837","Solution - 13837","reference - 13837"
13838,"LOW","5","Title - 13838","Vulnerability - 13838","Solution - 13838","reference - 13838"
13839,"LOW","2.1","Title - 13839","Vulnerability - 13839","Solution - 13839","reference - 13839"
13840,"HIGH","9.3","Title - 13840","Vulnerability - 13840","Solution - 13840","reference - 13840"
13841,"LOW","4.3","Title - 13841","Vulnerability - 13841","Solution - 13841","reference - 13841"
13842,"LOW","4.3","Title - 13842","Vulnerability - 13842","Solution - 13842","reference - 13842"
13843,"MEDIUM","7.2","Title - 13843","Vulnerability - 13843","Solution - 13843","reference - 13843"
13844,"MEDIUM","7.2","Title - 13844","Vulnerability - 13844","Solution - 13844","reference - 13844"
13845,"LOW","4.3","Title - 13845","Vulnerability - 13845","Solution - 13845","reference - 13845"
13846,"LOW","5","Title - 13846","Vulnerability - 13846","Solution - 13846","reference - 13846"
13847,"MEDIUM","10","Title - 13847","Vulnerability - 13847","Solution - 13847","reference - 13847"
13848,"LOW","6.8","Title - 13848","Vulnerability - 13848","Solution - 13848","reference - 13848"
13849,"LOW","6.8","Title - 13849","Vulnerability - 13849","Solution - 13849","reference - 13849"
13850,"LOW","4.3","Title - 13850","Vulnerability - 13850","Solution - 13850","reference - 13850"
13851,"MEDIUM","10","Title - 13851","Vulnerability - 13851","Solution - 13851","reference - 13851"
13852,"LOW","7.5","Title - 13852","Vulnerability - 13852","Solution - 13852","reference - 13852"
13853,"LOW","7.5","Title - 13853","Vulnerability - 13853","Solution - 13853","reference - 13853"
13854,"MEDIUM","7.5","Title - 13854","Vulnerability - 13854","Solution - 13854","reference - 13854"
13855,"LOW","2.6","Title - 13855","Vulnerability - 13855","Solution - 13855","reference - 13855"
13856,"MEDIUM","5","Title - 13856","Vulnerability - 13856","Solution - 13856","reference - 13856"
13857,"LOW","6.8","Title - 13857","Vulnerability - 13857","Solution - 13857","reference - 13857"
13858,"LOW","4.3","Title - 13858","Vulnerability - 13858","Solution - 13858","reference - 13858"
13859,"LOW","6.8","Title - 13859","Vulnerability - 13859","Solution - 13859","reference - 13859"
13860,"MEDIUM","10","Title - 13860","Vulnerability - 13860","Solution - 13860","reference - 13860"
13861,"MEDIUM","9.3","Title - 13861","Vulnerability - 13861","Solution - 13861","reference - 13861"
13862,"MEDIUM","6.8","Title - 13862","Vulnerability - 13862","Solution - 13862","reference - 13862"
13863,"HIGH","10","Title - 13863","Vulnerability - 13863","Solution - 13863","reference - 13863"
13864,"HIGH","10","Title - 13864","Vulnerability - 13864","Solution - 13864","reference - 13864"
13865,"LOW","6.8","Title - 13865","Vulnerability - 13865","Solution - 13865","reference - 13865"
13866,"LOW","2.6","Title - 13866","Vulnerability - 13866","Solution - 13866","reference - 13866"
13867,"LOW","2.6","Title - 13867","Vulnerability - 13867","Solution - 13867","reference - 13867"
13868,"HIGH","9.3","Title - 13868","Vulnerability - 13868","Solution - 13868","reference - 13868"
13869,"HIGH","9.3","Title - 13869","Vulnerability - 13869","Solution - 13869","reference - 13869"
13870,"HIGH","9.3","Title - 13870","Vulnerability - 13870","Solution - 13870","reference - 13870"
13871,"LOW","6.8","Title - 13871","Vulnerability - 13871","Solution - 13871","reference - 13871"
13872,"MEDIUM","7.1","Title - 13872","Vulnerability - 13872","Solution - 13872","reference - 13872"
13873,"LOW","5","Title - 13873","Vulnerability - 13873","Solution - 13873","reference - 13873"
13874,"LOW","9.3","Title - 13874","Vulnerability - 13874","Solution - 13874","reference - 13874"
13875,"HIGH","9.3","Title - 13875","Vulnerability - 13875","Solution - 13875","reference - 13875"
13876,"HIGH","9.3","Title - 13876","Vulnerability - 13876","Solution - 13876","reference - 13876"
13877,"MEDIUM","9.3","Title - 13877","Vulnerability - 13877","Solution - 13877","reference - 13877"
13878,"LOW","6.9","Title - 13878","Vulnerability - 13878","Solution - 13878","reference - 13878"
13879,"HIGH","6.8","Title - 13879","Vulnerability - 13879","Solution - 13879","reference - 13879"
13880,"HIGH","6.8","Title - 13880","Vulnerability - 13880","Solution - 13880","reference - 13880"
13881,"MEDIUM","7.5","Title - 13881","Vulnerability - 13881","Solution - 13881","reference - 13881"
13882,"LOW","5","Title - 13882","Vulnerability - 13882","Solution - 13882","reference - 13882"
13883,"MEDIUM","9.3","Title - 13883","Vulnerability - 13883","Solution - 13883","reference - 13883"
13884,"MEDIUM","10","Title - 13884","Vulnerability - 13884","Solution - 13884","reference - 13884"
13885,"LOW","5","Title - 13885","Vulnerability - 13885","Solution - 13885","reference - 13885"
13886,"MEDIUM","7.6","Title - 13886","Vulnerability - 13886","Solution - 13886","reference - 13886"
13887,"LOW","5","Title - 13887","Vulnerability - 13887","Solution - 13887","reference - 13887"
13888,"LOW","9.3","Title - 13888","Vulnerability - 13888","Solution - 13888","reference - 13888"
13889,"MEDIUM","10","Title - 13889","Vulnerability - 13889","Solution - 13889","reference - 13889"
13890,"MEDIUM","5","Title - 13890","Vulnerability - 13890","Solution - 13890","reference - 13890"
13891,"MEDIUM","4.9","Title - 13891","Vulnerability - 13891","Solution - 13891","reference - 13891"
13892,"MEDIUM","7.2","Title - 13892","Vulnerability - 13892","Solution - 13892","reference - 13892"
13893,"HIGH","9.3","Title - 13893","Vulnerability - 13893","Solution - 13893","reference - 13893"
13894,"MEDIUM","6.8","Title - 13894","Vulnerability - 13894","Solution - 13894","reference - 13894"
13895,"LOW","6.8","Title - 13895","Vulnerability - 13895","Solution - 13895","reference - 13895"
13896,"MEDIUM","6.8","Title - 13896","Vulnerability - 13896","Solution - 13896","reference - 13896"
13897,"MEDIUM","6.8","Title - 13897","Vulnerability - 13897","Solution - 13897","reference - 13897"
13898,"MEDIUM","6.8","Title - 13898","Vulnerability - 13898","Solution - 13898","reference - 13898"
13899,"MEDIUM","6.8","Title - 13899","Vulnerability - 13899","Solution - 13899","reference - 13899"
13900,"MEDIUM","9.3","Title - 13900","Vulnerability - 13900","Solution - 13900","reference - 13900"
13901,"MEDIUM","4.9","Title - 13901","Vulnerability - 13901","Solution - 13901","reference - 13901"
13902,"LOW","9.3","Title - 13902","Vulnerability - 13902","Solution - 13902","reference - 13902"
13903,"LOW","7.8","Title - 13903","Vulnerability - 13903","Solution - 13903","reference - 13903"
13904,"MEDIUM","5","Title - 13904","Vulnerability - 13904","Solution - 13904","reference - 13904"
13905,"LOW","7.1","Title - 13905","Vulnerability - 13905","Solution - 13905","reference - 13905"
13906,"MEDIUM","7.1","Title - 13906","Vulnerability - 13906","Solution - 13906","reference - 13906"
